,OriginalTweet,Sentiment,text_clean,text_len,token_lens
725,"BREAKING: #PEI gas prices drop 7 cents a litre overnight. At self-serve outlets, regular unleaded gasoline will now range from 94.8 to 95.9 cpl #CNDpoli #PEIpoli #Covid_19 @CBCPEI",Negative,breaking pei gas prices drop 7 cents a litre overnight at selfserve outlets regular unleaded gasoline will now range from 948 to 959 cpl cndpoli peipoli covid19,27,42
726,I have 3.5 rolls of ? &amp; cant find any in stock. I know yall dont want to see my mugshot online for stealing toilet paper from fast food restaurants or gas stations so how about those ppl hoarding the TP spare a square? #COVID?19 #coronavirus #TPHoarders,Negative,i have 35 rolls of amp cant find any in stock i know yall dont want to see my mugshot online for stealing toilet paper from fast food restaurants or gas stations so how about those ppl hoarding the tp spare a square covid19 coronavirus tphoarders,46,62
727,"@CMOMaharashtra Masks and sanitizers being sold at exorbitant prices in Lonavala. Please take action against this shop Natraj Medicos Lonavala. @MoHFW_INDIA 

#COVID19india #COVID2019 https://t.co/Y6hR38fudH",Positive,masks and sanitizers being sold at exorbitant prices in lonavala please take action against this shop natraj medicos lonavala covid19india covid2019,21,44
728,"Every place I have been in public today, supermarket, bus, train, train platform, bus stop, grocery shop, playground, park, people have been talking about #coronavirus #Covid_19 almost exclusively. The need for a comprehensive public education campaign is great.",Positive,every place i have been in public today supermarket bus train train platform bus stop grocery shop playground park people have been talking about coronavirus covid19 almost exclusively the need for a comprehensive public education campaign is great,38,43
729,"Online shopping critical for many. But not easy for all and not for all services beyond groceries. If you have #Covid_19 high risk family in the Durham area and need items leaving on a porch, whatever they may be, let me know and we can make it happen. Support each other. 1/2",Negative,online shopping critical for many but not easy for all and not for all services beyond groceries if you have covid19 high risk family in the durham area and need items leaving on a porch whatever they may be let me know and we can make it happen support each other 12,52,56
730,I survived the grocery store #coronapocalypse #Covid_19,Positive,i survived the grocery store coronapocalypse covid19,7,15
731,Good time for #African nations to build up #strategicpetroleumreserve as prices will be quite low and #COVID2019 is still controlling the markets! Its our #1 expenditure! @akin_adesina @afreximbank @SongweVera @LopesInsights @CyrilRamaphosa @MBuhari @PaulKagame @AlsisiOfficial,Positive,good time for african nations to build up strategicpetroleumreserve as prices will be quite low and covid2019 is still controlling the markets its our 1 expenditure,26,37
732,Me waiting for people to come out the supermarket with toilet paper #coronavirus #COVID_19uk #CoronaOutbreak #coronapocalypse #Covid_19 #CoronavirusPandemic https://t.co/HIPlhy9tDn,Neutral,me waiting for people to come out the supermarket with toilet paper coronavirus covid19uk coronaoutbreak coronapocalypse covid19 coronaviruspandemic,18,36
733,@StephenPunwasi Let me know when to prepare to panic https://t.co/EKM6X7yQ9R,Negative,let me know when to prepare to panic,8,10
734,#bsyediyurappa Dear sir please Close the high Street store also like Commercial Street Jayanagar Brigade Road we are not safe working in Retail Store due to this #CoronaVirus,Extremely Positive,bsyediyurappa dear sir please close the high street store also like commercial street jayanagar brigade road we are not safe working in retail store due to this coronavirus,28,36
735,"If in the midst of all this covid-19 panic I'm not going to ""enough"" Chinese food places, it's not because I'm racist, it's because I don't like Chinese food all that much. I'm not gonna go out of my way to try to change my mind just for this alone. Fuck that.",Negative,if in the midst of all this covid19 panic im not going to enough chinese food places its not because im racist its because i dont like chinese food all that much im not gonna go out of my way to try to change my mind just for this alone fuck that,52,57
736,Some online shopping behaviors have surged by 800 in the last few weeks Here are the trends and takeaways from 80 of the top 100 US retailers,Positive,some online shopping behaviors have surged by 800 in the last few weeks here are the trends and takeaways from 80 of the top 100 us retailers,27,31
737,I'm going out today to stock up on food not TP as I hear it's all gone from the stores now anyway. Hardly any tests here in NH and the virus struck my town. See ya all in a month #staycation #StaySafe #Covid_19 #NoTravel,Positive,im going out today to stock up on food not tp as i hear its all gone from the stores now anyway hardly any tests here in nh and the virus struck my town see ya all in a month staycation staysafe covid19 notravel,44,54
738,My last day of consumer lending training better not get cancelled tomorrow. #Covid_19,Positive,my last day of consumer lending training better not get cancelled tomorrow covid19,13,17
739,"@TheCryptoDog How #Covid_19 spreading ?
Animals 2%
Food 3.5%
Air 4.5%
Water 6%
Handshake 8%
Travelers 15%
Social media 61% !
We had way more dangerous viruses before but we didnt have this strong social media.

Dont over panic guys",Negative,how covid19 spreading animals 2 food 35 air 45 water 6 handshake 8 travelers 15 social media 61 we had way more dangerous viruses before but we didnt have this strong social media dont over panic guys,37,45
740,"Local authorities are being encouraged to relax planning restrictions around delivery times and store opening hours to ensure supermarkets and other retailers are able to maintain stock levels during the #coronavirus outbreak.??

https://t.co/QKDSZygO52

#COVID?19 https://t.co/XZfNZ9vesA",Extremely Positive,local authorities are being encouraged to relax planning restrictions around delivery times and store opening hours to ensure supermarkets and other retailers are able to maintain stock levels during the coronavirus outbreak covid19,33,38
741,hey i got something in my mind Stocking food is not tamak its called one step ahead Sooner or later if our country ada outbreak about this covid 19 nauzubillahiminzalik everybody is going to stock up foods rice oil canned foods sardine no exceptional,Negative,hey i got something in my mind stocking food is not tamak its called one step ahead sooner or later if our country ada outbreak about this covid 19 nauzubillahiminzalik everybody is going to stock up foods rice oil canned foods sardine no exceptional,44,57
